split,baseline,top_k,n_train,n_test,mean_topk_overlap,sd_topk_overlap,mean_direction_agreement,sd_direction_agreement,n_direction_evaluable,seed
split_random,global_train_mean,50,436,109,0.0678899082568807,0.1036382007585667,0.9388059701492536,0.2256003599023275,67,1
split_random,global_train_mean,100,436,109,0.0874311926605504,0.1012368296850286,0.8910432945107869,0.2549614419939069,95,1
split_random,global_train_mean,200,436,109,0.1120183486238532,0.0998705626791012,0.8231857661790819,0.2415725339149915,109,1
split_random,ridge_cell_drug_fp,50,436,109,0.1119266055045871,0.1195398357918752,0.9728260869565216,0.1548506979404733,92,1
split_random,ridge_cell_drug_fp,100,436,109,0.1258715596330275,0.1104972851113975,0.9728835978835976,0.12109977757295,108,1
split_random,ridge_cell_drug_fp,200,436,109,0.1465137614678899,0.1024254575088905,0.9497789812081602,0.0992593790887495,109,1
split_random,nearest_drug_any_cell,50,436,109,0.0499082568807339,0.0796577797558851,0.9688888888888888,0.1659745388532456,75,1
split_random,nearest_drug_any_cell,100,436,109,0.0592660550458715,0.0674359287414295,0.9045379537953796,0.2360188456237106,101,1
split_random,nearest_drug_any_cell,200,436,109,0.0798165137614679,0.0599997168415563,0.8368836281781289,0.1994998739111493,109,1
split_cell_heldout,global_train_mean,50,407,138,0.0828985507246376,0.0980853412007534,0.947,0.2157697051408414,100,1
split_cell_heldout,global_train_mean,100,407,138,0.1010144927536232,0.0928957492374283,0.8414012965149329,0.3163132933699329,132,1
split_cell_heldout,global_train_mean,200,407,138,0.1189130434782608,0.0805789704920591,0.8130233308929703,0.2733510941162361,138,1
split_cell_heldout,ridge_cell_drug_fp,50,407,138,0.1459420289855072,0.1229897490307874,0.996,0.0447213595499957,125,1
split_cell_heldout,ridge_cell_drug_fp,100,407,138,0.1599999999999999,0.1094445164902336,0.9783245149911816,0.076861205720701,135,1
split_cell_heldout,ridge_cell_drug_fp,200,407,138,0.1852173913043478,0.1098736327322773,0.964389612653378,0.0749974454980125,138,1
split_cell_heldout,nearest_drug_any_cell,50,407,138,0.0865217391304347,0.0913216196203945,0.9770642201834864,0.1424865344664097,109,1
split_cell_heldout,nearest_drug_any_cell,100,407,138,0.1,0.0883754432979104,0.9382684498963568,0.1659159411970329,129,1
split_cell_heldout,nearest_drug_any_cell,200,407,138,0.128731884057971,0.0930819856700448,0.8991848393989227,0.1490258782442909,138,1
split_scaffold_heldout,global_train_mean,50,435,110,0.0712727272727272,0.1052573002189134,0.8264840182648401,0.3594388160348269,73,1
split_scaffold_heldout,global_train_mean,100,435,110,0.0802727272727272,0.0925030035803855,0.8007896390249332,0.3575651664313141,102,1
split_scaffold_heldout,global_train_mean,200,435,110,0.0997727272727272,0.0861814449357246,0.7740635346442853,0.3109773717056271,109,1
split_scaffold_heldout,ridge_cell_drug_fp,50,435,110,0.0758181818181818,0.0999117208337772,0.8747899159663866,0.3008812808258331,85,1
split_scaffold_heldout,ridge_cell_drug_fp,100,435,110,0.0907272727272727,0.0930887816427044,0.8448591418774904,0.3106818122275551,109,1
split_scaffold_heldout,ridge_cell_drug_fp,200,435,110,0.1139545454545454,0.0828203966328062,0.8038184017791784,0.2631482144133201,110,1
split_scaffold_heldout,nearest_drug_any_cell,50,435,110,0.0203636363636363,0.0421427733360502,0.72,0.4421653583012045,50,1
split_scaffold_heldout,nearest_drug_any_cell,100,435,110,0.0312727272727272,0.0443528200216163,0.6715856481481483,0.3794595090822232,96,1
split_scaffold_heldout,nearest_drug_any_cell,200,435,110,0.0520454545454545,0.0395171281790094,0.6505317510470964,0.2861683241459979,110,1
split_cell_scaffold_heldout,global_train_mean,50,325,28,0.0785714285714285,0.0942696795728747,0.9411764705882352,0.242535625036333,17,1
split_cell_scaffold_heldout,global_train_mean,100,325,28,0.0953571428571428,0.0787157164812975,0.7344387755102042,0.4211395007665845,28,1
split_cell_scaffold_heldout,global_train_mean,200,325,28,0.1110714285714285,0.0723207508623286,0.7447098063860559,0.3273082074025654,28,1
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,325,28,0.05,0.0795356896363257,0.9375,0.1707825127659933,16,1
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,325,28,0.065,0.065234619302603,0.7560846560846561,0.3692941002095227,27,1
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,325,28,0.0832142857142857,0.0539755480598371,0.6928836665368777,0.3018481419029352,28,1
split_cell_scaffold_heldout,nearest_drug_any_cell,50,325,28,0.0207142857142857,0.0433699479011951,0.7083333333333334,0.45016831868926,12,1
split_cell_scaffold_heldout,nearest_drug_any_cell,100,325,28,0.0332142857142857,0.039912271521293,0.6822222222222223,0.3857412297075544,25,1
split_cell_scaffold_heldout,nearest_drug_any_cell,200,325,28,0.05125,0.0397823942076,0.6463379822386034,0.3175052883960386,28,1
split_random,global_train_mean,50,430,115,0.0558260869565217,0.096409057308144,0.8873239436619719,0.2965069766669274,71,2
split_random,global_train_mean,100,430,115,0.0734782608695652,0.0890105796812632,0.85236568986569,0.2898197780615995,104,2
split_random,global_train_mean,200,430,115,0.0955652173913043,0.0820509181272367,0.817059675702836,0.2620611417965979,114,2
split_random,ridge_cell_drug_fp,50,430,115,0.113391304347826,0.1257879513135188,0.9739583333333334,0.1516538938134195,96,2
split_random,ridge_cell_drug_fp,100,430,115,0.1220869565217391,0.1091875551370042,0.9442885903176657,0.1681190536812156,114,2
split_random,ridge_cell_drug_fp,200,430,115,0.1455217391304347,0.100420986468291,0.9340164028422384,0.1226469573192664,115,2
split_random,nearest_drug_any_cell,50,430,115,0.0535652173913043,0.0837518400357995,0.9155251141552512,0.262236475117639,73,2
split_random,nearest_drug_any_cell,100,430,115,0.0614782608695652,0.0662563267851015,0.8444860166288738,0.2724992423396929,105,2
split_random,nearest_drug_any_cell,200,430,115,0.0862608695652174,0.0667965078082497,0.820687368642445,0.1895896652802685,115,2
split_cell_heldout,global_train_mean,50,412,133,0.0204511278195488,0.0267950883574214,0.7736486486486487,0.4057989728523372,74,2
split_cell_heldout,global_train_mean,100,412,133,0.0365413533834586,0.0266868800128666,0.7423041894353369,0.3579658865331911,122,2
split_cell_heldout,global_train_mean,200,412,133,0.0641353383458646,0.0310395109777959,0.7609643815883866,0.2323731469064702,133,2
split_cell_heldout,ridge_cell_drug_fp,50,412,133,0.0544360902255639,0.0682843157579927,0.9937694704049844,0.0453569216104537,107,2
split_cell_heldout,ridge_cell_drug_fp,100,412,133,0.0726315789473684,0.0544517403350741,0.9578543593810768,0.1132160597268856,131,2
split_cell_heldout,ridge_cell_drug_fp,200,412,133,0.1039473684210526,0.0573038572647275,0.930217495064842,0.1125631443690252,133,2
split_cell_heldout,nearest_drug_any_cell,50,412,133,0.0306766917293233,0.0483390094167916,0.9636752136752136,0.1712517279537766,78,2
split_cell_heldout,nearest_drug_any_cell,100,412,133,0.0460902255639097,0.0428852342051145,0.8966763264283926,0.2307834454133603,121,2
split_cell_heldout,nearest_drug_any_cell,200,412,133,0.0693984962406015,0.0422207294787948,0.8326674278849736,0.193441395946522,133,2
split_scaffold_heldout,global_train_mean,50,435,110,0.0674545454545454,0.0926613283314032,0.9557142857142858,0.169085960717622,70,2
split_scaffold_heldout,global_train_mean,100,435,110,0.0888181818181818,0.0889874933814593,0.9458658804430864,0.1586499582673259,96,2
split_scaffold_heldout,global_train_mean,200,435,110,0.1114090909090909,0.0859195586510952,0.889084214915452,0.19145291846218,109,2
split_scaffold_heldout,ridge_cell_drug_fp,50,435,110,0.0763636363636363,0.0839913415450989,0.8736742424242425,0.2950390323216391,88,2
split_scaffold_heldout,ridge_cell_drug_fp,100,435,110,0.098,0.0942356990342676,0.8860146129548812,0.2382328401102464,107,2
split_scaffold_heldout,ridge_cell_drug_fp,200,435,110,0.1226363636363636,0.0980818537839768,0.8471577941089569,0.2104003442515212,110,2
split_scaffold_heldout,nearest_drug_any_cell,50,435,110,0.0314545454545454,0.0699388509274891,0.8942307692307693,0.2858859374484328,52,2
split_scaffold_heldout,nearest_drug_any_cell,100,435,110,0.0511818181818181,0.0882628665484119,0.6924091141833079,0.3859326820959303,93,2
split_scaffold_heldout,nearest_drug_any_cell,200,435,110,0.0707272727272727,0.0793113605350768,0.6603116776829415,0.2959176644776766,110,2
split_cell_scaffold_heldout,global_train_mean,50,329,27,0.0214814814814814,0.0293131243517176,0.8846153846153846,0.299572344757639,13,2
split_cell_scaffold_heldout,global_train_mean,100,329,27,0.0329629629629629,0.0272897296565822,0.8170289855072462,0.3229292838284793,23,2
split_cell_scaffold_heldout,global_train_mean,200,329,27,0.0618518518518518,0.0373689543128884,0.8295625654048593,0.2189655792115586,27,2
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,329,27,0.0222222222222222,0.0250128172271942,0.8777777777777778,0.2849858438886591,15,2
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,329,27,0.0344444444444444,0.0253184841770916,0.6588274044795783,0.3758696547540834,23,2
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,329,27,0.059074074074074,0.0392486412561739,0.6614706212200765,0.3127479068754334,27,2
split_cell_scaffold_heldout,nearest_drug_any_cell,50,329,27,0.0125925925925925,0.0215892766459848,0.9090909090909092,0.3015113445777636,11,2
split_cell_scaffold_heldout,nearest_drug_any_cell,100,329,27,0.0237037037037037,0.0271956088293889,0.6253623188405797,0.4181449402310677,23,2
split_cell_scaffold_heldout,nearest_drug_any_cell,200,329,27,0.0461111111111111,0.0333205103540808,0.6057933835711614,0.2745108117131263,27,2
split_random,global_train_mean,50,433,112,0.0848214285714285,0.1112823059104708,0.9654471544715446,0.1587368798852325,82,3
split_random,global_train_mean,100,433,112,0.10125,0.1034462475207589,0.860497075257933,0.3015674857200259,107,3
split_random,global_train_mean,200,433,112,0.1229464285714285,0.0982815260642017,0.8511095821414056,0.2514960566250104,111,3
split_random,ridge_cell_drug_fp,50,433,112,0.1375,0.1123740536241704,0.984313725490196,0.1078549613185819,102,3
split_random,ridge_cell_drug_fp,100,433,112,0.1580357142857143,0.1142846082636314,0.9672057045910256,0.1473055164652948,109,3
split_random,ridge_cell_drug_fp,200,433,112,0.1820535714285714,0.1077149089437094,0.9702386610137564,0.066207430896646,112,3
split_random,nearest_drug_any_cell,50,433,112,0.0658928571428571,0.074671093475134,0.9568627450980391,0.1747124265615363,85,3
split_random,nearest_drug_any_cell,100,433,112,0.0813392857142857,0.0782177088277327,0.8962192013593884,0.214747219757799,107,3
split_random,nearest_drug_any_cell,200,433,112,0.1067857142857142,0.0808481424426197,0.8745796194687048,0.1802246140754706,112,3
split_cell_heldout,global_train_mean,50,412,133,0.0204511278195488,0.0267950883574214,0.7736486486486487,0.4057989728523372,74,3
split_cell_heldout,global_train_mean,100,412,133,0.0365413533834586,0.0266868800128666,0.7423041894353369,0.3579658865331911,122,3
split_cell_heldout,global_train_mean,200,412,133,0.0641353383458646,0.0310395109777959,0.7609643815883866,0.2323731469064702,133,3
split_cell_heldout,ridge_cell_drug_fp,50,412,133,0.0544360902255639,0.0682843157579927,0.9937694704049844,0.0453569216104537,107,3
split_cell_heldout,ridge_cell_drug_fp,100,412,133,0.0726315789473684,0.0544517403350741,0.9578543593810768,0.1132160597268856,131,3
split_cell_heldout,ridge_cell_drug_fp,200,412,133,0.1039473684210526,0.0573038572647275,0.930217495064842,0.1125631443690252,133,3
split_cell_heldout,nearest_drug_any_cell,50,412,133,0.0306766917293233,0.0483390094167916,0.9636752136752136,0.1712517279537766,78,3
split_cell_heldout,nearest_drug_any_cell,100,412,133,0.0460902255639097,0.0428852342051145,0.8966763264283926,0.2307834454133603,121,3
split_cell_heldout,nearest_drug_any_cell,200,412,133,0.0693984962406015,0.0422207294787948,0.8326674278849736,0.193441395946522,133,3
split_scaffold_heldout,global_train_mean,50,443,102,0.0717647058823529,0.09449618112359,0.944835680751174,0.1915598366729229,71,3
split_scaffold_heldout,global_train_mean,100,443,102,0.0975490196078431,0.0996671318803101,0.8964462956398441,0.2592507674857168,93,3
split_scaffold_heldout,global_train_mean,200,443,102,0.1311274509803921,0.1002963600189066,0.8741739264859885,0.2163833729308993,102,3
split_scaffold_heldout,ridge_cell_drug_fp,50,443,102,0.0694117647058823,0.0763372342017173,0.9528112449799198,0.175667894603714,83,3
split_scaffold_heldout,ridge_cell_drug_fp,100,443,102,0.0896078431372549,0.0849685039914756,0.9024126313730274,0.2089675844179587,101,3
split_scaffold_heldout,ridge_cell_drug_fp,200,443,102,0.1204901960784313,0.0867867244830442,0.8874389001778784,0.1648512627537011,102,3
split_scaffold_heldout,nearest_drug_any_cell,50,443,102,0.0319607843137254,0.0703180781184316,0.8115942028985508,0.3678578221927092,46,3
split_scaffold_heldout,nearest_drug_any_cell,100,443,102,0.0484313725490195,0.0755932981737834,0.7378742784992786,0.3812672825486396,88,3
split_scaffold_heldout,nearest_drug_any_cell,200,443,102,0.0694607843137254,0.0723745307710471,0.7216378082988316,0.2678809546033505,102,3
split_cell_scaffold_heldout,global_train_mean,50,334,24,0.0183333333333333,0.020359095108162,0.7142857142857143,0.4688072309384954,14,3
split_cell_scaffold_heldout,global_train_mean,100,334,24,0.0358333333333333,0.018157922373651,0.7237103174603176,0.3655831367232178,24,3
split_cell_scaffold_heldout,global_train_mean,200,334,24,0.065,0.0275444305109746,0.7470976605645219,0.2592848235849272,24,3
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,334,24,0.0208333333333333,0.018157922373651,0.78125,0.3637192140465866,16,3
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,334,24,0.0308333333333333,0.0244801013543416,0.7512626262626263,0.3634051343151676,22,3
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,334,24,0.0593749999999999,0.0297201622384242,0.6753940816246011,0.2739470366289304,24,3
split_cell_scaffold_heldout,nearest_drug_any_cell,50,334,24,0.0141666666666666,0.027333156591864,0.8095238095238094,0.3779644730092272,7,3
split_cell_scaffold_heldout,nearest_drug_any_cell,100,334,24,0.0225,0.0225060378372212,0.6873015873015873,0.421567997741262,21,3
split_cell_scaffold_heldout,nearest_drug_any_cell,200,334,24,0.0439583333333333,0.031206854273111,0.6907442216652742,0.2421373921048324,24,3
split_random,global_train_mean,50,449,96,0.055625,0.0821399639895862,0.8937853107344633,0.2759500882372204,59,4
split_random,global_train_mean,100,449,96,0.0766666666666666,0.0824323220545087,0.850624754033845,0.3178489352928251,88,4
split_random,global_train_mean,200,449,96,0.1044791666666666,0.0860644775633107,0.8110957242267737,0.2681419288741386,96,4
split_random,ridge_cell_drug_fp,50,449,96,0.1045833333333333,0.0970069630345831,0.9960784313725488,0.0361550763031093,85,4
split_random,ridge_cell_drug_fp,100,449,96,0.1303125,0.098070362763842,0.972800925925926,0.1184793162809361,96,4
split_random,ridge_cell_drug_fp,200,449,96,0.1677604166666666,0.1062813292304083,0.9595053831682998,0.0757677160571944,96,4
split_random,nearest_drug_any_cell,50,449,96,0.05,0.0673091844831704,0.9339743589743588,0.2237635184284676,65,4
split_random,nearest_drug_any_cell,100,449,96,0.0639583333333333,0.0629699872816059,0.9005970220255933,0.2100861046871387,91,4
split_random,nearest_drug_any_cell,200,449,96,0.08921875,0.0665239494863553,0.8552705787081208,0.1655595397250392,96,4
split_cell_heldout,global_train_mean,50,407,138,0.0828985507246376,0.0980853412007534,0.947,0.2157697051408414,100,4
split_cell_heldout,global_train_mean,100,407,138,0.1010144927536232,0.0928957492374283,0.8414012965149329,0.3163132933699329,132,4
split_cell_heldout,global_train_mean,200,407,138,0.1189130434782608,0.0805789704920591,0.8130233308929703,0.2733510941162361,138,4
split_cell_heldout,ridge_cell_drug_fp,50,407,138,0.1459420289855072,0.1229897490307874,0.996,0.0447213595499957,125,4
split_cell_heldout,ridge_cell_drug_fp,100,407,138,0.1599999999999999,0.1094445164902336,0.9783245149911816,0.076861205720701,135,4
split_cell_heldout,ridge_cell_drug_fp,200,407,138,0.1852173913043478,0.1098736327322773,0.964389612653378,0.0749974454980125,138,4
split_cell_heldout,nearest_drug_any_cell,50,407,138,0.0865217391304347,0.0913216196203945,0.9770642201834864,0.1424865344664097,109,4
split_cell_heldout,nearest_drug_any_cell,100,407,138,0.1,0.0883754432979104,0.9382684498963568,0.1659159411970329,129,4
split_cell_heldout,nearest_drug_any_cell,200,407,138,0.128731884057971,0.0930819856700448,0.8991848393989227,0.1490258782442909,138,4
split_scaffold_heldout,global_train_mean,50,435,110,0.0409090909090909,0.0623918580689372,0.837431693989071,0.356950247307413,61,4
split_scaffold_heldout,global_train_mean,100,435,110,0.0638181818181818,0.0672115900089134,0.7639706827825639,0.3705930341431282,101,4
split_scaffold_heldout,global_train_mean,200,435,110,0.0900454545454545,0.0714864953389557,0.7438846559586413,0.3077311588222751,110,4
split_scaffold_heldout,ridge_cell_drug_fp,50,435,110,0.0538181818181818,0.0737337364208009,0.85,0.3144436741155399,80,4
split_scaffold_heldout,ridge_cell_drug_fp,100,435,110,0.0756363636363636,0.0787811656428745,0.8153307646232174,0.2987343179584243,106,4
split_scaffold_heldout,ridge_cell_drug_fp,200,435,110,0.1045909090909091,0.0776345585885523,0.801500070967619,0.2512432836345497,110,4
split_scaffold_heldout,nearest_drug_any_cell,50,435,110,0.0234545454545454,0.0355155054298581,0.7627118644067796,0.3989970542033351,59,4
split_scaffold_heldout,nearest_drug_any_cell,100,435,110,0.0368181818181818,0.0451690366094243,0.6498245614035087,0.3766727447011818,95,4
split_scaffold_heldout,nearest_drug_any_cell,200,435,110,0.0653636363636363,0.0644408166385317,0.6478748129847581,0.2586850730323587,110,4
split_cell_scaffold_heldout,global_train_mean,50,325,28,0.0357142857142857,0.0563999324552111,0.875,0.3415650255319866,16,4
split_cell_scaffold_heldout,global_train_mean,100,325,28,0.0603571428571428,0.0555432526059908,0.7426513815402704,0.3512792009079835,27,4
split_cell_scaffold_heldout,global_train_mean,200,325,28,0.0876785714285714,0.0540315775788693,0.7400920871185018,0.2819694895571073,28,4
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,325,28,0.0407142857142857,0.0589995964473688,0.8125,0.3331962437394895,20,4
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,325,28,0.0528571428571428,0.0475984082255747,0.7635073260073261,0.328569520751482,26,4
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,325,28,0.0757142857142857,0.0454140271549866,0.7455549265227311,0.2645718870424474,28,4
split_cell_scaffold_heldout,nearest_drug_any_cell,50,325,28,0.0221428571428571,0.0362457806338422,0.7179487179487178,0.4481681613576548,13,4
split_cell_scaffold_heldout,nearest_drug_any_cell,100,325,28,0.0357142857142857,0.0358420993338292,0.5913333333333334,0.3908419212513,25,4
split_cell_scaffold_heldout,nearest_drug_any_cell,200,325,28,0.0605357142857142,0.0432122086168362,0.639026950493116,0.3168997743303877,28,4
split_random,global_train_mean,50,431,114,0.0694736842105263,0.0997061355215553,0.915461847389558,0.2475186222844158,83,5
split_random,global_train_mean,100,431,114,0.085,0.087210963831329,0.8680019232573412,0.2989958394415806,110,5
split_random,global_train_mean,200,431,114,0.1094736842105263,0.0824952892756801,0.8462563203494138,0.2403394744215797,114,5
split_random,ridge_cell_drug_fp,50,431,114,0.1066666666666666,0.1185059400077023,0.9982993197278912,0.0168358757425368,98,5
split_random,ridge_cell_drug_fp,100,431,114,0.1278947368421052,0.1048258031145132,0.9742891454827546,0.0864921604049247,112,5
split_random,ridge_cell_drug_fp,200,431,114,0.154078947368421,0.0945285595966274,0.9549794590924572,0.0891084652424321,114,5
split_random,nearest_drug_any_cell,50,431,114,0.0449122807017543,0.0623754775679674,0.9543378995433788,0.2027212135198458,73,5
split_random,nearest_drug_any_cell,100,431,114,0.0611403508771929,0.064653723953959,0.8799352750809062,0.2521596178887416,103,5
split_random,nearest_drug_any_cell,200,431,114,0.083859649122807,0.0609948318125429,0.8652201366601858,0.1733624209567597,114,5
split_cell_heldout,global_train_mean,50,408,137,0.0728467153284671,0.0860484551003736,0.9173684210526316,0.2354503228872639,95,5
split_cell_heldout,global_train_mean,100,408,137,0.0924817518248175,0.0872604369444256,0.8688305496943941,0.2861573242803418,120,5
split_cell_heldout,global_train_mean,200,408,137,0.1162043795620438,0.0864081575232382,0.8153342084091335,0.2879452440810601,137,5
split_cell_heldout,ridge_cell_drug_fp,50,408,137,0.117956204379562,0.1008867936187081,0.9815573770491804,0.1292382033672404,122,5
split_cell_heldout,ridge_cell_drug_fp,100,408,137,0.1370072992700729,0.1001129139250486,0.9573734120594024,0.1663883069912684,135,5
split_cell_heldout,ridge_cell_drug_fp,200,408,137,0.1654744525547445,0.1073543527907332,0.9419856127119282,0.1015887430604872,137,5
split_cell_heldout,nearest_drug_any_cell,50,408,137,0.0430656934306569,0.0539002625197636,0.9503546099290782,0.2071450516468345,94,5
split_cell_heldout,nearest_drug_any_cell,100,408,137,0.0602919708029197,0.0525096854628829,0.8625549714835428,0.2528596655016206,126,5
split_cell_heldout,nearest_drug_any_cell,200,408,137,0.0854744525547445,0.0618284010852963,0.8311065258299356,0.1891815570499141,137,5
split_scaffold_heldout,global_train_mean,50,433,112,0.0699999999999999,0.1092810246215798,0.8999999999999999,0.2863072318086211,72,5
split_scaffold_heldout,global_train_mean,100,433,112,0.0871428571428571,0.0990261460735376,0.8124170038385725,0.3587686338951115,102,5
split_scaffold_heldout,global_train_mean,200,433,112,0.1091071428571428,0.092768272490935,0.7900533148120614,0.3121455273790254,111,5
split_scaffold_heldout,ridge_cell_drug_fp,50,433,112,0.0678571428571428,0.0892958295428469,0.9009803921568628,0.260523904157393,85,5
split_scaffold_heldout,ridge_cell_drug_fp,100,433,112,0.0903571428571428,0.0960567453482488,0.8684826946921503,0.2689802063837934,107,5
split_scaffold_heldout,ridge_cell_drug_fp,200,433,112,0.1203571428571428,0.0938940227921219,0.8473493013056027,0.2248575191565917,112,5
split_scaffold_heldout,nearest_drug_any_cell,50,433,112,0.02625,0.061689793569363,0.8302469135802469,0.3341040472716429,54,5
split_scaffold_heldout,nearest_drug_any_cell,100,433,112,0.0385714285714285,0.0742634359227871,0.7529846335697399,0.3527570195309686,94,5
split_scaffold_heldout,nearest_drug_any_cell,200,433,112,0.0611607142857142,0.0647691052994172,0.7119502061299817,0.2383613534940788,112,5
split_cell_scaffold_heldout,global_train_mean,50,324,28,0.0678571428571428,0.0835045859400301,0.9222222222222224,0.2486565208464823,18,5
split_cell_scaffold_heldout,global_train_mean,100,324,28,0.0932142857142857,0.0932560621176614,0.881456176673568,0.2851688010794335,23,5
split_cell_scaffold_heldout,global_train_mean,200,324,28,0.1133928571428571,0.0878662026988737,0.7986274879549733,0.2985697562050487,27,5
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,324,28,0.0421428571428571,0.0511611211513226,0.825,0.3725799101852973,20,5
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,324,28,0.0521428571428571,0.0579499875599732,0.8147342995169081,0.3285925872134658,23,5
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,324,28,0.0741071428571428,0.0513350211019182,0.7531814149845509,0.3015329694457314,28,5
split_cell_scaffold_heldout,nearest_drug_any_cell,50,324,28,0.0178571428571428,0.0328134054422819,0.7272727272727273,0.4100997661323621,11,5
split_cell_scaffold_heldout,nearest_drug_any_cell,100,324,28,0.0335714285714285,0.0479362451375115,0.6898148148148149,0.3827734014132728,24,5
