split,baseline,top_k,n_train,n_test,mean_topk_overlap,sd_topk_overlap,mean_direction_agreement,sd_direction_agreement,n_direction_evaluable,seed
split_cell_scaffold_heldout,nearest_drug_any_cell,200,324,28,0.0557142857142857,0.0520988072251727,0.7217949938659869,0.2072287984057099,28,5
split_random,global_train_mean,50,443,102,0.0739215686274509,0.1010749830742288,0.9201492537313432,0.2382161772062677,67,6
split_random,global_train_mean,100,443,102,0.0914705882352941,0.0996568077173006,0.8420634330208798,0.2909788743302747,94,6
split_random,global_train_mean,200,443,102,0.1133333333333333,0.0974281490351861,0.8290244335039535,0.2526347203474834,102,6
split_random,ridge_cell_drug_fp,50,443,102,0.1184313725490196,0.1112907626782357,0.9943181818181818,0.0533001790889026,88,6
split_random,ridge_cell_drug_fp,100,443,102,0.1399999999999999,0.1180367454114468,0.9832335442335444,0.074519429205732,100,6
split_random,ridge_cell_drug_fp,200,443,102,0.1684803921568627,0.1106501694881914,0.9615399257466092,0.070253479650588,102,6
split_random,nearest_drug_any_cell,50,443,102,0.0549019607843137,0.0607990538299101,0.9615384615384616,0.1935524152846909,78,6
split_random,nearest_drug_any_cell,100,443,102,0.0753921568627451,0.0691342726919754,0.9211340206185568,0.1720832742185412,97,6
split_random,nearest_drug_any_cell,200,443,102,0.1033333333333333,0.077836886230667,0.8904728070046463,0.1452305267616722,102,6
split_cell_heldout,global_train_mean,50,407,138,0.0828985507246376,0.0980853412007534,0.947,0.2157697051408414,100,6
split_cell_heldout,global_train_mean,100,407,138,0.1010144927536232,0.0928957492374283,0.8414012965149329,0.3163132933699329,132,6
split_cell_heldout,global_train_mean,200,407,138,0.1189130434782608,0.0805789704920591,0.8130233308929703,0.2733510941162361,138,6
split_cell_heldout,ridge_cell_drug_fp,50,407,138,0.1459420289855072,0.1229897490307874,0.996,0.0447213595499957,125,6
split_cell_heldout,ridge_cell_drug_fp,100,407,138,0.1599999999999999,0.1094445164902336,0.9783245149911816,0.076861205720701,135,6
split_cell_heldout,ridge_cell_drug_fp,200,407,138,0.1852173913043478,0.1098736327322773,0.964389612653378,0.0749974454980125,138,6
split_cell_heldout,nearest_drug_any_cell,50,407,138,0.0865217391304347,0.0913216196203945,0.9770642201834864,0.1424865344664097,109,6
split_cell_heldout,nearest_drug_any_cell,100,407,138,0.1,0.0883754432979104,0.9382684498963568,0.1659159411970329,129,6
split_cell_heldout,nearest_drug_any_cell,200,407,138,0.128731884057971,0.0930819856700448,0.8991848393989227,0.1490258782442909,138,6
split_scaffold_heldout,global_train_mean,50,438,107,0.0663551401869158,0.0901402735296962,0.9176328502415458,0.2368758406260803,69,6
split_scaffold_heldout,global_train_mean,100,438,107,0.0783177570093458,0.0828784741303,0.8366977673422309,0.3256351225182113,102,6
split_scaffold_heldout,global_train_mean,200,438,107,0.0987383177570093,0.077615080285402,0.8000212249745846,0.2676611731810887,107,6
split_scaffold_heldout,ridge_cell_drug_fp,50,438,107,0.0783177570093457,0.0848137357746586,0.865406162464986,0.2931755795606449,85,6
split_scaffold_heldout,ridge_cell_drug_fp,100,438,107,0.0934579439252336,0.0845309232659001,0.829180125122134,0.2979571099018983,106,6
split_scaffold_heldout,ridge_cell_drug_fp,200,438,107,0.1169158878504672,0.0861729416770155,0.8254510814791114,0.2342613112098819,107,6
split_scaffold_heldout,nearest_drug_any_cell,50,438,107,0.0231775700934579,0.0319373836324319,0.7068965517241379,0.4495073595656585,58,6
split_scaffold_heldout,nearest_drug_any_cell,100,438,107,0.0308411214953271,0.0346987438010642,0.6703395061728394,0.3936911068009718,90,6
split_scaffold_heldout,nearest_drug_any_cell,200,438,107,0.0517757009345794,0.0362268295268864,0.6474328126107652,0.2751928161978241,107,6
split_cell_scaffold_heldout,global_train_mean,50,327,27,0.0777777777777777,0.0783156008298048,0.9142857142857144,0.2725540575476987,21,6
split_cell_scaffold_heldout,global_train_mean,100,327,27,0.0885185185185185,0.0772958205509448,0.8560937950937951,0.2726021453097498,25,6
split_cell_scaffold_heldout,global_train_mean,200,327,27,0.1053703703703703,0.0621556038368149,0.8401858221105989,0.2042846689575556,27,6
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,327,27,0.0637037037037037,0.0688447611630771,0.8636363636363636,0.3512500866571044,22,6
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,327,27,0.0714814814814814,0.0689316106845542,0.8356190476190477,0.3089253065858003,25,6
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,327,27,0.0896296296296296,0.0597418473022748,0.7375420388578284,0.2755277348891314,27,6
split_cell_scaffold_heldout,nearest_drug_any_cell,50,327,27,0.0281481481481481,0.0360594633943005,0.75,0.4472135954999579,16,6
split_cell_scaffold_heldout,nearest_drug_any_cell,100,327,27,0.0348148148148148,0.0412655910275013,0.7714646464646464,0.3198245746307787,22,6
split_cell_scaffold_heldout,nearest_drug_any_cell,200,327,27,0.0537037037037036,0.0445833832574207,0.6639197066129434,0.2831916465975433,27,6
split_random,global_train_mean,50,438,107,0.082803738317757,0.1139165069335031,0.9444444444444444,0.2001000750625547,75,7
split_random,global_train_mean,100,438,107,0.105233644859813,0.1106272493163716,0.8525609703827526,0.3178352974661351,101,7
split_random,global_train_mean,200,438,107,0.1278504672897196,0.0998610169788177,0.8298128281246517,0.277674441420625,107,7
split_random,ridge_cell_drug_fp,50,438,107,0.1405607476635514,0.1167955137392888,0.995049504950495,0.0497518595104994,101,7
split_random,ridge_cell_drug_fp,100,438,107,0.1636448598130841,0.1150667773583283,0.9915109034267912,0.0457149888432811,107,7
split_random,ridge_cell_drug_fp,200,438,107,0.1924766355140186,0.1151626696750585,0.9729407513839388,0.0808836283938886,107,7
split_random,nearest_drug_any_cell,50,438,107,0.0654205607476635,0.0727139701849648,0.9835390946502056,0.1166813629779508,81,7
split_random,nearest_drug_any_cell,100,438,107,0.0835514018691588,0.0751633734626139,0.927532679738562,0.2046213506975377,102,7
split_random,nearest_drug_any_cell,200,438,107,0.115233644859813,0.0786663097603202,0.8944728044053649,0.1673547190404105,107,7
split_cell_heldout,global_train_mean,50,412,133,0.0204511278195488,0.0267950883574214,0.7736486486486487,0.4057989728523372,74,7
split_cell_heldout,global_train_mean,100,412,133,0.0365413533834586,0.0266868800128666,0.7423041894353369,0.3579658865331911,122,7
split_cell_heldout,global_train_mean,200,412,133,0.0641353383458646,0.0310395109777959,0.7609643815883866,0.2323731469064702,133,7
split_cell_heldout,ridge_cell_drug_fp,50,412,133,0.0544360902255639,0.0682843157579927,0.9937694704049844,0.0453569216104537,107,7
split_cell_heldout,ridge_cell_drug_fp,100,412,133,0.0726315789473684,0.0544517403350741,0.9578543593810768,0.1132160597268856,131,7
split_cell_heldout,ridge_cell_drug_fp,200,412,133,0.1039473684210526,0.0573038572647275,0.930217495064842,0.1125631443690252,133,7
split_cell_heldout,nearest_drug_any_cell,50,412,133,0.0306766917293233,0.0483390094167916,0.9636752136752136,0.1712517279537766,78,7
split_cell_heldout,nearest_drug_any_cell,100,412,133,0.0460902255639097,0.0428852342051145,0.8966763264283926,0.2307834454133603,121,7
split_cell_heldout,nearest_drug_any_cell,200,412,133,0.0693984962406015,0.0422207294787948,0.8326674278849736,0.193441395946522,133,7
split_scaffold_heldout,global_train_mean,50,440,105,0.0653333333333333,0.0988497954033393,0.9205128205128204,0.2519157368278894,65,7
split_scaffold_heldout,global_train_mean,100,440,105,0.0821904761904762,0.0960967156284685,0.8685985409389665,0.2988352421571848,94,7
split_scaffold_heldout,global_train_mean,200,440,105,0.1059047619047619,0.0881753632748098,0.8556493880061713,0.2271849679000492,105,7
split_scaffold_heldout,ridge_cell_drug_fp,50,440,105,0.0796190476190476,0.1003064900262786,0.9319105691056908,0.2432659755060373,82,7
split_scaffold_heldout,ridge_cell_drug_fp,100,440,105,0.0978095238095238,0.0977632634359945,0.9041889255353742,0.2393498472093408,103,7
split_scaffold_heldout,ridge_cell_drug_fp,200,440,105,0.1254761904761905,0.0965150541504053,0.8809652380894325,0.1864877354500804,105,7
split_scaffold_heldout,nearest_drug_any_cell,50,440,105,0.0312380952380952,0.0669628949794533,0.7005649717514123,0.4439672904585175,59,7
split_scaffold_heldout,nearest_drug_any_cell,100,440,105,0.045047619047619,0.0663197935635735,0.6914930555555555,0.3758343139339654,96,7
split_scaffold_heldout,nearest_drug_any_cell,200,440,105,0.0638095238095238,0.0643925902387509,0.6853333090087037,0.2458522110309623,105,7
split_cell_scaffold_heldout,global_train_mean,50,333,26,0.0223076923076923,0.0350208728969101,0.5714285714285714,0.5135525910130955,14,7
split_cell_scaffold_heldout,global_train_mean,100,333,26,0.0342307692307692,0.0277377831735813,0.7111854329245635,0.3155412835303956,23,7
split_cell_scaffold_heldout,global_train_mean,200,333,26,0.0611538461538461,0.0326590781348063,0.7683480389918518,0.2181756843576651,26,7
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,333,26,0.0184615384615384,0.0218526534210027,0.8444444444444444,0.3533662757928731,15,7
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,333,26,0.0292307692307692,0.0180937728344481,0.7368589743589744,0.3812127801644165,26,7
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,333,26,0.0551923076923076,0.0359855740326806,0.679287994219936,0.2817874445008853,26,7
split_cell_scaffold_heldout,nearest_drug_any_cell,50,333,26,0.0146153846153846,0.0174884577320629,0.6904761904761905,0.4615893337856856,14,7
split_cell_scaffold_heldout,nearest_drug_any_cell,100,333,26,0.0223076923076923,0.0145072925958477,0.6236111111111111,0.4361922599045564,24,7
split_cell_scaffold_heldout,nearest_drug_any_cell,200,333,26,0.0407692307692307,0.0179828978583713,0.650420092727785,0.2512091442559297,26,7
split_random,global_train_mean,50,442,103,0.0737864077669903,0.1018660838018533,0.9016203703703703,0.2840044485178915,72,8
split_random,global_train_mean,100,442,103,0.0880582524271845,0.1007039755473124,0.8314273689273689,0.3298733173660904,96,8
split_random,global_train_mean,200,442,103,0.1122330097087378,0.0991723795240423,0.8121180811408083,0.2676478173382085,103,8
split_random,ridge_cell_drug_fp,50,442,103,0.1180582524271844,0.1152836081100727,0.9961240310077518,0.0359442577344794,86,8
split_random,ridge_cell_drug_fp,100,442,103,0.1451456310679611,0.1216057925419052,0.990702947845805,0.0431436148862834,98,8
split_random,ridge_cell_drug_fp,200,442,103,0.1724271844660194,0.1185944317991353,0.9534831129210652,0.0906703305978204,103,8
split_random,nearest_drug_any_cell,50,442,103,0.0528155339805825,0.0614117807521752,0.9802631578947368,0.1275614746879378,76,8
split_random,nearest_drug_any_cell,100,442,103,0.0722330097087378,0.0690684803518055,0.9044968636805372,0.1912895357930994,98,8
split_random,nearest_drug_any_cell,200,442,103,0.1045631067961165,0.0822928379299615,0.8605020236006289,0.1656829644524005,103,8
split_cell_heldout,global_train_mean,50,412,133,0.0204511278195488,0.0267950883574214,0.7736486486486487,0.4057989728523372,74,8
split_cell_heldout,global_train_mean,100,412,133,0.0365413533834586,0.0266868800128666,0.7423041894353369,0.3579658865331911,122,8
split_cell_heldout,global_train_mean,200,412,133,0.0641353383458646,0.0310395109777959,0.7609643815883866,0.2323731469064702,133,8
split_cell_heldout,ridge_cell_drug_fp,50,412,133,0.0544360902255639,0.0682843157579927,0.9937694704049844,0.0453569216104537,107,8
split_cell_heldout,ridge_cell_drug_fp,100,412,133,0.0726315789473684,0.0544517403350741,0.9578543593810768,0.1132160597268856,131,8
split_cell_heldout,ridge_cell_drug_fp,200,412,133,0.1039473684210526,0.0573038572647275,0.930217495064842,0.1125631443690252,133,8
split_cell_heldout,nearest_drug_any_cell,50,412,133,0.0306766917293233,0.0483390094167916,0.9636752136752136,0.1712517279537766,78,8
split_cell_heldout,nearest_drug_any_cell,100,412,133,0.0460902255639097,0.0428852342051145,0.8966763264283926,0.2307834454133603,121,8
split_cell_heldout,nearest_drug_any_cell,200,412,133,0.0693984962406015,0.0422207294787948,0.8326674278849736,0.193441395946522,133,8
split_scaffold_heldout,global_train_mean,50,429,116,0.0648275862068965,0.0995160704402161,0.9155555555555556,0.2651184410556681,75,8
split_scaffold_heldout,global_train_mean,100,429,116,0.0799137931034482,0.0939425882922781,0.8677529635473561,0.3086937011780462,107,8
split_scaffold_heldout,global_train_mean,200,429,116,0.1023706896551724,0.0873559963022288,0.8422590901560527,0.265045723016159,115,8
split_scaffold_heldout,ridge_cell_drug_fp,50,429,116,0.0660344827586206,0.0868069252932078,0.9279761904761904,0.2028604137952469,84,8
split_scaffold_heldout,ridge_cell_drug_fp,100,429,116,0.0887931034482758,0.0929156248610982,0.8692628309905197,0.2714526861137374,115,8
split_scaffold_heldout,ridge_cell_drug_fp,200,429,116,0.1199999999999999,0.0968705994792964,0.8535136208617217,0.2197348535970814,116,8
split_scaffold_heldout,nearest_drug_any_cell,50,429,116,0.0279310344827586,0.0507939955605728,0.75,0.3971625551812447,57,8
split_scaffold_heldout,nearest_drug_any_cell,100,429,116,0.0391379310344827,0.0586302928900906,0.7185639880952381,0.3830818684426298,96,8
split_scaffold_heldout,nearest_drug_any_cell,200,429,116,0.0610344827586206,0.0583598925758886,0.7041141481276413,0.259297467520104,116,8
split_cell_scaffold_heldout,global_train_mean,50,325,29,0.016551724137931,0.0262237436126888,0.625,0.4826536495817113,12,8
split_cell_scaffold_heldout,global_train_mean,100,325,29,0.0303448275862068,0.0251400020770384,0.7120370370370371,0.3982757530889565,27,8
split_cell_scaffold_heldout,global_train_mean,200,325,29,0.0598275862068965,0.0376895864411958,0.7541732731387903,0.2279281572334816,29,8
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,325,29,0.0137931034482758,0.0178112711312344,0.5595238095238095,0.4604305995438802,14,8
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,325,29,0.0296551724137931,0.0230655523331546,0.66584126984127,0.3775274197100192,25,8
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,325,29,0.053103448275862,0.0243638268569061,0.6416168990635434,0.295370887673112,29,8
split_cell_scaffold_heldout,nearest_drug_any_cell,50,325,29,0.0110344827586206,0.0173914649810529,0.7424242424242423,0.4038951759198333,11,8
split_cell_scaffold_heldout,nearest_drug_any_cell,100,325,29,0.02,0.0162568666810586,0.6759999999999999,0.4205948168962617,25,8
split_cell_scaffold_heldout,nearest_drug_any_cell,200,325,29,0.0448275862068965,0.0231641178264962,0.6814412598895356,0.2421104277990177,29,8
split_random,global_train_mean,50,440,105,0.0540952380952381,0.0799482433310552,0.9713541666666666,0.1441226192000387,64,9
split_random,global_train_mean,100,440,105,0.0708571428571428,0.0770628400636864,0.8571565934065933,0.3122918774549897,100,9
split_random,global_train_mean,200,440,105,0.0981904761904761,0.0773979595286215,0.8452950328886839,0.2474290983193148,104,9
split_random,ridge_cell_drug_fp,50,440,105,0.1089523809523809,0.1037371290396642,0.9981684981684984,0.0174714139453652,91,9
split_random,ridge_cell_drug_fp,100,440,105,0.13,0.0952930702137843,0.9756690422167292,0.0826685498719244,103,9
split_random,ridge_cell_drug_fp,200,440,105,0.156095238095238,0.095431663408705,0.9579009338058858,0.0933418955896702,105,9
split_random,nearest_drug_any_cell,50,440,105,0.0443809523809523,0.0621400993030421,0.9406392694063924,0.2313571457046327,73,9
split_random,nearest_drug_any_cell,100,440,105,0.0613333333333333,0.064242130117636,0.872021076566531,0.2614771446618686,99,9
split_random,nearest_drug_any_cell,200,440,105,0.0885714285714285,0.0748803991430613,0.851205555780638,0.1656702236852956,105,9
split_cell_heldout,global_train_mean,50,407,138,0.0828985507246376,0.0980853412007534,0.947,0.2157697051408414,100,9
split_cell_heldout,global_train_mean,100,407,138,0.1010144927536232,0.0928957492374283,0.8414012965149329,0.3163132933699329,132,9
split_cell_heldout,global_train_mean,200,407,138,0.1189130434782608,0.0805789704920591,0.8130233308929703,0.2733510941162361,138,9
split_cell_heldout,ridge_cell_drug_fp,50,407,138,0.1459420289855072,0.1229897490307874,0.996,0.0447213595499957,125,9
split_cell_heldout,ridge_cell_drug_fp,100,407,138,0.1599999999999999,0.1094445164902336,0.9783245149911816,0.076861205720701,135,9
split_cell_heldout,ridge_cell_drug_fp,200,407,138,0.1852173913043478,0.1098736327322773,0.964389612653378,0.0749974454980125,138,9
split_cell_heldout,nearest_drug_any_cell,50,407,138,0.0865217391304347,0.0913216196203945,0.9770642201834864,0.1424865344664097,109,9
split_cell_heldout,nearest_drug_any_cell,100,407,138,0.1,0.0883754432979104,0.9382684498963568,0.1659159411970329,129,9
split_cell_heldout,nearest_drug_any_cell,200,407,138,0.128731884057971,0.0930819856700448,0.8991848393989227,0.1490258782442909,138,9
split_scaffold_heldout,global_train_mean,50,433,112,0.0717857142857142,0.1054053889053876,0.8911111111111111,0.2982598849308417,75,9
split_scaffold_heldout,global_train_mean,100,433,112,0.0839285714285714,0.0936098587906512,0.8324236298292901,0.327904345662087,106,9
split_scaffold_heldout,global_train_mean,200,433,112,0.1067857142857142,0.0836467721838834,0.8177171208793741,0.2714255867710247,112,9
split_scaffold_heldout,ridge_cell_drug_fp,50,433,112,0.07625,0.0907439224381416,0.8639846743295018,0.3089729753619153,87,9
split_scaffold_heldout,ridge_cell_drug_fp,100,433,112,0.0938392857142857,0.0880135691393,0.8417669007946785,0.3014195540684522,108,9
split_scaffold_heldout,ridge_cell_drug_fp,200,433,112,0.1182589285714285,0.0833253414764982,0.8297512795750551,0.2581687222621542,112,9
split_scaffold_heldout,nearest_drug_any_cell,50,433,112,0.0233928571428571,0.0409691945670756,0.691358024691358,0.4467532622894377,54,9
split_scaffold_heldout,nearest_drug_any_cell,100,433,112,0.0348214285714285,0.0512717919893254,0.6572712418300652,0.4117092406744697,102,9
split_scaffold_heldout,nearest_drug_any_cell,200,433,112,0.0564285714285714,0.0524508717858335,0.6401790999639021,0.2837613015772929,112,9
split_cell_scaffold_heldout,global_train_mean,50,323,28,0.0814285714285714,0.0969044694040279,0.95,0.223606797749979,20,9
split_cell_scaffold_heldout,global_train_mean,100,323,28,0.0978571428571428,0.0881226898455129,0.8689888300999413,0.2796246752446137,27,9
split_cell_scaffold_heldout,global_train_mean,200,323,28,0.1166071428571428,0.0742998625619158,0.8295748268022703,0.279406245290389,28,9
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,323,28,0.0535714285714285,0.0742475481931788,0.7936507936507935,0.4010568050121589,21,9
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,323,28,0.0675,0.0632821430549695,0.7723484848484848,0.3798522923501621,28,9
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,323,28,0.08875,0.05283841545834,0.7629117344295916,0.2735465974797744,28,9
split_cell_scaffold_heldout,nearest_drug_any_cell,50,323,28,0.0307142857142857,0.0390563288776201,0.5588235294117647,0.4963099126672413,17,9
split_cell_scaffold_heldout,nearest_drug_any_cell,100,323,28,0.0385714285714285,0.0390360029179413,0.6275641025641026,0.4022421135941859,26,9
split_cell_scaffold_heldout,nearest_drug_any_cell,200,323,28,0.0567857142857142,0.0364441298863699,0.6430847011204154,0.2899949354233326,28,9
split_random,global_train_mean,50,434,111,0.056036036036036,0.0739444420344119,0.8969298245614036,0.2841062728434658,76,10
split_random,global_train_mean,100,434,111,0.0801801801801801,0.0795896519310939,0.8433153954998615,0.2965738760728907,103,10
split_random,global_train_mean,200,434,111,0.102072072072072,0.0793309193088971,0.8181011476581977,0.262034546186675,109,10
split_random,ridge_cell_drug_fp,50,434,111,0.1041441441441441,0.0969767401209595,0.9875886524822696,0.1043823550542487,94,10
split_random,ridge_cell_drug_fp,100,434,111,0.1374774774774775,0.1029869229868836,0.9804375804375804,0.0788081213862777,111,10
split_random,ridge_cell_drug_fp,200,434,111,0.1694594594594594,0.1108138310848657,0.9584611285837248,0.0792248071753712,111,10
split_random,nearest_drug_any_cell,50,434,111,0.0495495495495495,0.0645457890660489,0.9395833333333332,0.2269527699213314,80,10
split_random,nearest_drug_any_cell,100,434,111,0.0709009009009009,0.0676696460695709,0.8947802197802198,0.2499105088099609,104,10
split_random,nearest_drug_any_cell,200,434,111,0.1016666666666666,0.0794564870437482,0.861280846732287,0.1799085456412063,111,10
split_cell_heldout,global_train_mean,50,407,138,0.0828985507246376,0.0980853412007534,0.947,0.2157697051408414,100,10
split_cell_heldout,global_train_mean,100,407,138,0.1010144927536232,0.0928957492374283,0.8414012965149329,0.3163132933699329,132,10
split_cell_heldout,global_train_mean,200,407,138,0.1189130434782608,0.0805789704920591,0.8130233308929703,0.2733510941162361,138,10
split_cell_heldout,ridge_cell_drug_fp,50,407,138,0.1459420289855072,0.1229897490307874,0.996,0.0447213595499957,125,10
split_cell_heldout,ridge_cell_drug_fp,100,407,138,0.1599999999999999,0.1094445164902336,0.9783245149911816,0.076861205720701,135,10
split_cell_heldout,ridge_cell_drug_fp,200,407,138,0.1852173913043478,0.1098736327322773,0.964389612653378,0.0749974454980125,138,10
split_cell_heldout,nearest_drug_any_cell,50,407,138,0.0865217391304347,0.0913216196203945,0.9770642201834864,0.1424865344664097,109,10
split_cell_heldout,nearest_drug_any_cell,100,407,138,0.1,0.0883754432979104,0.9382684498963568,0.1659159411970329,129,10
split_cell_heldout,nearest_drug_any_cell,200,407,138,0.128731884057971,0.0930819856700448,0.8991848393989227,0.1490258782442909,138,10
split_scaffold_heldout,global_train_mean,50,444,101,0.0526732673267326,0.07948447759291,0.887948717948718,0.2836014003376998,65,10
split_scaffold_heldout,global_train_mean,100,444,101,0.0788118811881188,0.0816858265394048,0.8557321520087476,0.249649284030167,94,10
split_scaffold_heldout,global_train_mean,200,444,101,0.1073267326732673,0.0787545692529508,0.8412790383320776,0.2180753966654862,101,10
split_scaffold_heldout,ridge_cell_drug_fp,50,444,101,0.0623762376237623,0.0706137170081208,0.914636752136752,0.2310969898512715,78,10
split_scaffold_heldout,ridge_cell_drug_fp,100,444,101,0.0848514851485148,0.0793928694705782,0.8769745289075186,0.247328660717413,97,10
split_scaffold_heldout,ridge_cell_drug_fp,200,444,101,0.1156930693069306,0.0861366057578608,0.8763728856991573,0.1812054670861455,101,10
split_scaffold_heldout,nearest_drug_any_cell,50,444,101,0.0293069306930693,0.0455687925173045,0.8027777777777777,0.3688579446100436,60,10
split_scaffold_heldout,nearest_drug_any_cell,100,444,101,0.048019801980198,0.074337336540667,0.7573521716378859,0.323148767239894,91,10
split_scaffold_heldout,nearest_drug_any_cell,200,444,101,0.0718811881188119,0.070309499660958,0.7314932273585042,0.2521454814438039,100,10
split_cell_scaffold_heldout,global_train_mean,50,332,26,0.06,0.0840951841665145,0.8646616541353385,0.3254986901706069,19,10
split_cell_scaffold_heldout,global_train_mean,100,332,26,0.0838461538461538,0.0752636391932743,0.824728432487053,0.2991511922219872,26,10
split_cell_scaffold_heldout,global_train_mean,200,332,26,0.1105769230769231,0.0669974167125408,0.8146079644465575,0.2451907715842382,26,10
split_cell_scaffold_heldout,ridge_cell_drug_fp,50,332,26,0.0461538461538461,0.0629334202520043,0.9215686274509804,0.2508156628522751,17,10
split_cell_scaffold_heldout,ridge_cell_drug_fp,100,332,26,0.0626923076923077,0.0527300819121451,0.8610707070707071,0.2682194613007552,25,10
split_cell_scaffold_heldout,ridge_cell_drug_fp,200,332,26,0.0886538461538461,0.0502505262123232,0.831951419621103,0.224869163843348,26,10
split_cell_scaffold_heldout,nearest_drug_any_cell,50,332,26,0.023076923076923,0.0356392178106344,0.75,0.4274252071325551,14,10
split_cell_scaffold_heldout,nearest_drug_any_cell,100,332,26,0.0373076923076923,0.0529571670169537,0.7238095238095238,0.3499235060202553,19,10
split_cell_scaffold_heldout,nearest_drug_any_cell,200,332,26,0.0671153846153846,0.0527858518340488,0.6830371231108073,0.2975456725185582,25,10
