seed,split_type,model_name,score,rank
1,random,global_mean,0.1493673008990657,4.0
1,random,ridge_drug_fp,0.2279449826847164,2.0
1,random,ridge_cell_dose_drug_fp,0.2784111690558094,1.0
1,cell_heldout,global_mean,0.0893947088630246,3.0
1,cell_heldout,ridge_drug_fp,0.1514759599404952,1.0
1,cell_heldout,ridge_cell_dose_drug_fp,0.1489460699039518,2.0
1,scaffold_heldout,global_mean,0.1508118104090968,3.0
1,scaffold_heldout,ridge_drug_fp,0.1072524164213741,4.0
1,scaffold_heldout,ridge_cell_dose_drug_fp,0.1665789917518298,2.0
1,cell_scaffold_heldout,global_mean,0.0824660591957987,1.0
1,cell_scaffold_heldout,ridge_drug_fp,0.0579210636017519,3.0
1,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0609152195674445,2.0
2,random,global_mean,0.1738231041554724,4.0
2,random,ridge_drug_fp,0.2519933801815505,2.0
2,random,ridge_cell_dose_drug_fp,0.3047577866771951,1.0
2,cell_heldout,global_mean,0.0508340515992454,3.0
2,cell_heldout,ridge_drug_fp,0.100948831923154,1.0
2,cell_heldout,ridge_cell_dose_drug_fp,0.0971625370612035,2.0
2,scaffold_heldout,global_mean,0.2102948372365491,3.0
2,scaffold_heldout,ridge_drug_fp,0.1641474129286032,4.0
2,scaffold_heldout,ridge_cell_dose_drug_fp,0.2322157386275081,2.0
2,cell_scaffold_heldout,global_mean,0.0615894722022914,2.0
2,cell_scaffold_heldout,ridge_drug_fp,0.0514950313709205,3.0
2,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0514311235912843,4.0
3,random,global_mean,0.1609632021150517,4.0
3,random,ridge_drug_fp,0.2406395238581517,2.0
3,random,ridge_cell_dose_drug_fp,0.2873079313932848,1.0
3,cell_heldout,global_mean,0.0508340515992454,3.0
3,cell_heldout,ridge_drug_fp,0.100948831923154,1.0
3,cell_heldout,ridge_cell_dose_drug_fp,0.0971625370612035,2.0
3,scaffold_heldout,global_mean,0.1830086701399098,3.0
3,scaffold_heldout,ridge_drug_fp,0.1424852645341543,4.0
3,scaffold_heldout,ridge_cell_dose_drug_fp,0.2066947010283395,2.0
3,cell_scaffold_heldout,global_mean,0.0470231563385114,2.0
3,cell_scaffold_heldout,ridge_drug_fp,0.0302733430085868,4.0
3,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0321855093783249,3.0
4,random,global_mean,0.1614656780063477,4.0
4,random,ridge_drug_fp,0.2431781937490082,2.0
4,random,ridge_cell_dose_drug_fp,0.2929541694608465,1.0
4,cell_heldout,global_mean,0.0893947088630246,3.0
4,cell_heldout,ridge_drug_fp,0.1514759599404952,1.0
4,cell_heldout,ridge_cell_dose_drug_fp,0.1489460699039518,2.0
4,scaffold_heldout,global_mean,0.183805928582125,3.0
4,scaffold_heldout,ridge_drug_fp,0.1419824657008802,4.0
4,scaffold_heldout,ridge_cell_dose_drug_fp,0.2027805200241674,2.0
4,cell_scaffold_heldout,global_mean,0.1296799843148884,1.0
4,cell_scaffold_heldout,ridge_drug_fp,0.093250570072856,3.0
4,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0945179515955906,2.0
5,random,global_mean,0.1473186087944221,4.0
5,random,ridge_drug_fp,0.2297394275783267,2.0
5,random,ridge_cell_dose_drug_fp,0.2734873279504473,1.0
5,cell_heldout,global_mean,0.0893947088630246,3.0
5,cell_heldout,ridge_drug_fp,0.1514759599404952,1.0
5,cell_heldout,ridge_cell_dose_drug_fp,0.1489460699039518,2.0
5,scaffold_heldout,global_mean,0.1372759828757069,3.0
5,scaffold_heldout,ridge_drug_fp,0.1187570602850162,4.0
5,scaffold_heldout,ridge_cell_dose_drug_fp,0.1690619554282133,2.0
5,cell_scaffold_heldout,global_mean,0.0749998953895498,3.0
5,cell_scaffold_heldout,ridge_drug_fp,0.0790511140720605,2.0
5,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0802045817225436,1.0
6,random,global_mean,0.1705847567758785,4.0
6,random,ridge_drug_fp,0.2554939483206926,2.0
6,random,ridge_cell_dose_drug_fp,0.3035133392948558,1.0
6,cell_heldout,global_mean,0.1013109403738037,3.0
6,cell_heldout,ridge_drug_fp,0.169729458848583,2.0
6,cell_heldout,ridge_cell_dose_drug_fp,0.1709362381204907,1.0
6,scaffold_heldout,global_mean,0.1516314565459978,3.0
6,scaffold_heldout,ridge_drug_fp,0.1015994017181115,4.0
6,scaffold_heldout,ridge_cell_dose_drug_fp,0.1646152115952823,2.0
6,cell_scaffold_heldout,global_mean,0.0912306081752375,1.0
6,cell_scaffold_heldout,ridge_drug_fp,0.0680932990873181,3.0
6,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0722874955024359,2.0
7,random,global_mean,0.1668047680749023,4.0
7,random,ridge_drug_fp,0.2515318700425378,2.0
7,random,ridge_cell_dose_drug_fp,0.2962897480182347,1.0
7,cell_heldout,global_mean,0.1013109403738037,3.0
7,cell_heldout,ridge_drug_fp,0.169729458848583,2.0
7,cell_heldout,ridge_cell_dose_drug_fp,0.1709362381204907,1.0
7,scaffold_heldout,global_mean,0.1637804971910287,3.0
7,scaffold_heldout,ridge_drug_fp,0.1357991181062915,4.0
7,scaffold_heldout,ridge_cell_dose_drug_fp,0.2006954613955698,2.0
7,cell_scaffold_heldout,global_mean,0.0956860596095428,1.0
7,cell_scaffold_heldout,ridge_drug_fp,0.0807733147072758,3.0
7,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0850683989981156,2.0
8,random,global_mean,0.1769784700795484,4.0
8,random,ridge_drug_fp,0.2481515584725771,3.0
8,random,ridge_cell_dose_drug_fp,0.2985055855818281,1.0
8,cell_heldout,global_mean,0.0508340515992454,3.0
8,cell_heldout,ridge_drug_fp,0.100948831923154,1.0
8,cell_heldout,ridge_cell_dose_drug_fp,0.0971625370612035,2.0
8,scaffold_heldout,global_mean,0.1665363387092892,3.0
8,scaffold_heldout,ridge_drug_fp,0.1055136180890672,4.0
8,scaffold_heldout,ridge_cell_dose_drug_fp,0.1775819415043591,2.0
8,cell_scaffold_heldout,global_mean,0.0492096523362294,1.0
8,cell_scaffold_heldout,ridge_drug_fp,0.0136025175233796,4.0
8,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0148131814433826,3.0
9,random,global_mean,0.1535049012394674,4.0
9,random,ridge_drug_fp,0.2385524747586059,2.0
9,random,ridge_cell_dose_drug_fp,0.2869935941778998,1.0
9,cell_heldout,global_mean,0.0893947088630246,3.0
9,cell_heldout,ridge_drug_fp,0.1514759599404952,1.0
9,cell_heldout,ridge_cell_dose_drug_fp,0.1489460699039518,2.0
9,scaffold_heldout,global_mean,0.178467858716176,3.0
9,scaffold_heldout,ridge_drug_fp,0.1542532134542741,4.0
9,scaffold_heldout,ridge_cell_dose_drug_fp,0.2206575544663393,2.0
9,cell_scaffold_heldout,global_mean,0.0936780696235213,1.0
9,cell_scaffold_heldout,ridge_drug_fp,0.0853916347945843,3.0
9,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0903022889767445,2.0
10,random,global_mean,0.1640234819385939,4.0
10,random,ridge_drug_fp,0.2377181434609235,2.0
10,random,ridge_cell_dose_drug_fp,0.287616773436733,1.0
10,cell_heldout,global_mean,0.0508340515992454,3.0
10,cell_heldout,ridge_drug_fp,0.100948831923154,1.0
10,cell_heldout,ridge_cell_dose_drug_fp,0.0971625370612035,2.0
10,scaffold_heldout,global_mean,0.1312929625638552,3.0
10,scaffold_heldout,ridge_drug_fp,0.0928607458608208,4.0
10,scaffold_heldout,ridge_cell_dose_drug_fp,0.1507029391583306,2.0
10,cell_scaffold_heldout,global_mean,0.0409111172562343,1.0
10,cell_scaffold_heldout,ridge_drug_fp,0.0187914710353389,3.0
10,cell_scaffold_heldout,ridge_cell_dose_drug_fp,0.0182234908479834,4.0
1,random,transigen_adapted_sciplex3,0.2272540823834762,3.0
1,scaffold_heldout,transigen_adapted_sciplex3,0.1998045643567032,1.0
1,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0270159516649453,4.0
2,random,transigen_adapted_sciplex3,0.2422152290201649,3.0
2,scaffold_heldout,transigen_adapted_sciplex3,0.2520104281802302,1.0
2,cell_scaffold_heldout,transigen_adapted_sciplex3,-0.0066654242123314,5.0
3,random,transigen_adapted_sciplex3,0.2211810546298675,3.0
3,scaffold_heldout,transigen_adapted_sciplex3,0.2377703502969954,1.0
3,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0272799409668756,5.0
4,random,transigen_adapted_sciplex3,0.235035475327243,3.0
4,scaffold_heldout,transigen_adapted_sciplex3,0.2288483291711651,1.0
4,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0076400956252264,4.0
5,random,transigen_adapted_sciplex3,0.2083843563738538,3.0
5,scaffold_heldout,transigen_adapted_sciplex3,0.1868884429514675,1.0
5,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0176464670106936,4.0
6,random,transigen_adapted_sciplex3,0.2520718237872309,3.0
6,scaffold_heldout,transigen_adapted_sciplex3,0.1987780857933875,1.0
6,cell_scaffold_heldout,transigen_adapted_sciplex3,-0.0295209896537088,5.0
7,random,transigen_adapted_sciplex3,0.2444510397802793,3.0
7,scaffold_heldout,transigen_adapted_sciplex3,0.2138276879518804,1.0
7,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0406653611513384,4.0
8,random,transigen_adapted_sciplex3,0.2573451852797316,2.0
8,scaffold_heldout,transigen_adapted_sciplex3,0.2201738527989636,1.0
8,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0312047250929563,2.0
9,random,transigen_adapted_sciplex3,0.2342959121236504,3.0
9,scaffold_heldout,transigen_adapted_sciplex3,0.2377502603815221,1.0
9,cell_scaffold_heldout,transigen_adapted_sciplex3,7.957559008997104e-05,4.0
10,random,transigen_adapted_sciplex3,0.2243285741362002,3.0
10,scaffold_heldout,transigen_adapted_sciplex3,0.1765879757232479,1.0
10,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0145273686562626,5.0
1,random,prnet_adapted_sciplex3,0.0243755442963081,5.0
1,scaffold_heldout,prnet_adapted_sciplex3,0.0116537815088038,5.0
1,cell_scaffold_heldout,prnet_adapted_sciplex3,-0.0193796541243119,5.0
2,random,prnet_adapted_sciplex3,0.0275373788059405,5.0
2,scaffold_heldout,prnet_adapted_sciplex3,0.0256305205793577,5.0
2,cell_scaffold_heldout,prnet_adapted_sciplex3,0.0942032196768124,1.0
3,random,prnet_adapted_sciplex3,0.0108198040610907,5.0
3,scaffold_heldout,prnet_adapted_sciplex3,0.0121413800071876,5.0
3,cell_scaffold_heldout,prnet_adapted_sciplex3,0.0494597597739923,1.0
4,random,prnet_adapted_sciplex3,0.0154937119313645,5.0
4,scaffold_heldout,prnet_adapted_sciplex3,0.030014846147505,5.0
4,cell_scaffold_heldout,prnet_adapted_sciplex3,-0.0749543030107628,5.0
5,random,prnet_adapted_sciplex3,0.0081875058661971,5.0
5,scaffold_heldout,prnet_adapted_sciplex3,0.0080835224595178,5.0
5,cell_scaffold_heldout,prnet_adapted_sciplex3,-0.0555467270678981,5.0
6,random,prnet_adapted_sciplex3,0.0030861967418809,5.0
6,scaffold_heldout,prnet_adapted_sciplex3,-0.0017340379991512,5.0
6,cell_scaffold_heldout,prnet_adapted_sciplex3,-0.0152822828209344,4.0
7,random,prnet_adapted_sciplex3,0.0168547347509155,5.0
7,scaffold_heldout,prnet_adapted_sciplex3,0.0184042129041487,5.0
7,cell_scaffold_heldout,prnet_adapted_sciplex3,0.0105157786647474,5.0
8,random,prnet_adapted_sciplex3,0.0342392085750734,5.0
8,scaffold_heldout,prnet_adapted_sciplex3,0.0158222633025744,5.0
8,cell_scaffold_heldout,prnet_adapted_sciplex3,0.0104414476780403,5.0
9,random,prnet_adapted_sciplex3,0.0114930698994431,5.0
9,scaffold_heldout,prnet_adapted_sciplex3,0.010239572812638,5.0
9,cell_scaffold_heldout,prnet_adapted_sciplex3,-0.0098143132347581,5.0
10,random,prnet_adapted_sciplex3,0.0127737523504305,5.0
10,scaffold_heldout,prnet_adapted_sciplex3,0.0142072793291388,5.0
10,cell_scaffold_heldout,prnet_adapted_sciplex3,0.0231286442414625,2.0
